"STATISTIC Label","Quarter","Age Group","ICD 10 Diagnostic Group","UNIT","VALUE"
"Deaths Registered","2022Q2","45 - 54 years","External causes of injury and poisoning (V01-Y89)","Number","57"
"Deaths Registered","2022Q2","45 - 54 years","COVID-19, virus identified and virus unidentified (U07)","Number","14"
"Deaths Registered","2022Q2","45 - 54 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","45 - 54 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","14"
"Deaths Registered","2022Q2","55 - 64 years","Total deaths (A00-Y89)","Number","792"
"Deaths Registered","2022Q2","55 - 64 years","Infectious and parasitic diseases (A00-B99)","Number","6"
"Deaths Registered","2022Q2","55 - 64 years","Neoplasms (C00-D48)","Number","378"
"Deaths Registered","2022Q2","55 - 64 years","Malignant neoplasms (C00-C97)","Number","375"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","3"
"Deaths Registered","2022Q2","55 - 64 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","12"
"Deaths Registered","2022Q2","55 - 64 years","Mental and behavioural disorders (F00-F99)","Number","2"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","28"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the Circulatory System (I00-I99)","Number","173"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the Respiratory system (J00-J99)","Number","28"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the Digestive system (K00-K93)","Number","49"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","2"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","7"
"Deaths Registered","2022Q2","55 - 64 years","Diseases of the genitourinary system (N00-N99)","Number","10"
"Deaths Registered","2022Q2","55 - 64 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","55 - 64 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","55 - 64 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","10"
"Deaths Registered","2022Q2","55 - 64 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","3"
"Deaths Registered","2022Q2","55 - 64 years","External causes of injury and poisoning (V01-Y89)","Number","55"
"Deaths Registered","2022Q2","55 - 64 years","COVID-19, virus identified and virus unidentified (U07)","Number","26"
"Deaths Registered","2022Q2","55 - 64 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","55 - 64 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","26"
"Deaths Registered","2022Q2","65 - 74 years","Total deaths (A00-Y89)","Number","1617"
"Deaths Registered","2022Q2","65 - 74 years","Infectious and parasitic diseases (A00-B99)","Number","11"
"Deaths Registered","2022Q2","65 - 74 years","Neoplasms (C00-D48)","Number","712"
"Deaths Registered","2022Q2","65 - 74 years","Malignant neoplasms (C00-C97)","Number","699"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","5"
"Deaths Registered","2022Q2","65 - 74 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","39"
"Deaths Registered","2022Q2","65 - 74 years","Mental and behavioural disorders (F00-F99)","Number","39"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","67"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the Circulatory System (I00-I99)","Number","366"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the Respiratory system (J00-J99)","Number","170"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the Digestive system (K00-K93)","Number","57"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","3"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","11"
"Deaths Registered","2022Q2","65 - 74 years","Diseases of the genitourinary system (N00-N99)","Number","23"
"Deaths Registered","2022Q2","65 - 74 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","65 - 74 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","65 - 74 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","3"
"Deaths Registered","2022Q2","65 - 74 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2022Q2","65 - 74 years","External causes of injury and poisoning (V01-Y89)","Number","32"
"Deaths Registered","2022Q2","65 - 74 years","COVID-19, virus identified and virus unidentified (U07)","Number","76"
"Deaths Registered","2022Q2","65 - 74 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","65 - 74 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","77"
"Deaths Registered","2022Q2","75 - 84 years","Total deaths (A00-Y89)","Number","2844"
"Deaths Registered","2022Q2","75 - 84 years","Infectious and parasitic diseases (A00-B99)","Number","29"
"Deaths Registered","2022Q2","75 - 84 years","Neoplasms (C00-D48)","Number","911"
"Deaths Registered","2022Q2","75 - 84 years","Malignant neoplasms (C00-C97)","Number","883"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","10"
"Deaths Registered","2022Q2","75 - 84 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","77"
"Deaths Registered","2022Q2","75 - 84 years","Mental and behavioural disorders (F00-F99)","Number","182"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","154"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the Circulatory System (I00-I99)","Number","706"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the Respiratory system (J00-J99)","Number","366"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the Digestive system (K00-K93)","Number","85"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","8"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","28"
"Deaths Registered","2022Q2","75 - 84 years","Diseases of the genitourinary system (N00-N99)","Number","49"
"Deaths Registered","2022Q2","75 - 84 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","75 - 84 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","75 - 84 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","2"
"Deaths Registered","2022Q2","75 - 84 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","6"
"Deaths Registered","2022Q2","75 - 84 years","External causes of injury and poisoning (V01-Y89)","Number","46"
"Deaths Registered","2022Q2","75 - 84 years","COVID-19, virus identified and virus unidentified (U07)","Number","185"
"Deaths Registered","2022Q2","75 - 84 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","75 - 84 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","185"
"Deaths Registered","2022Q2","85 years and over","Total deaths (A00-Y89)","Number","3311"
"Deaths Registered","2022Q2","85 years and over","Infectious and parasitic diseases (A00-B99)","Number","38"
"Deaths Registered","2022Q2","85 years and over","Neoplasms (C00-D48)","Number","489"
"Deaths Registered","2022Q2","85 years and over","Malignant neoplasms (C00-C97)","Number","465"
"Deaths Registered","2022Q2","85 years and over","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","12"
"Deaths Registered","2022Q2","85 years and over","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","99"
"Deaths Registered","2022Q2","85 years and over","Mental and behavioural disorders (F00-F99)","Number","335"
"Deaths Registered","2022Q2","85 years and over","Diseases of the nervous system and the sense organs (G00-H95)","Number","149"
"Deaths Registered","2022Q2","85 years and over","Diseases of the Circulatory System (I00-I99)","Number","1144"
"Deaths Registered","2022Q2","85 years and over","Diseases of the Respiratory system (J00-J99)","Number","412"
"Deaths Registered","2022Q2","85 years and over","Diseases of the Digestive system (K00-K93)","Number","91"
"Deaths Registered","2022Q2","85 years and over","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","6"
"Deaths Registered","2022Q2","85 years and over","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","40"
"Deaths Registered","2022Q2","85 years and over","Diseases of the genitourinary system (N00-N99)","Number","92"
"Deaths Registered","2022Q2","85 years and over","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","85 years and over","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","85 years and over","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number",""
"Deaths Registered","2022Q2","85 years and over","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","22"
"Deaths Registered","2022Q2","85 years and over","External causes of injury and poisoning (V01-Y89)","Number","65"
"Deaths Registered","2022Q2","85 years and over","COVID-19, virus identified and virus unidentified (U07)","Number","317"
"Deaths Registered","2022Q2","85 years and over","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","85 years and over","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","317"
"Deaths Registered","2022Q2","All ages","Total deaths (A00-Y89)","Number","9326"
"Deaths Registered","2022Q2","All ages","Infectious and parasitic diseases (A00-B99)","Number","90"
"Deaths Registered","2022Q2","All ages","Neoplasms (C00-D48)","Number","2738"
"Deaths Registered","2022Q2","All ages","Malignant neoplasms (C00-C97)","Number","2667"
"Deaths Registered","2022Q2","All ages","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","33"
"Deaths Registered","2022Q2","All ages","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","239"
"Deaths Registered","2022Q2","All ages","Mental and behavioural disorders (F00-F99)","Number","567"
"Deaths Registered","2022Q2","All ages","Diseases of the nervous system and the sense organs (G00-H95)","Number","422"
"Deaths Registered","2022Q2","All ages","Diseases of the Circulatory System (I00-I99)","Number","2485"
"Deaths Registered","2022Q2","All ages","Diseases of the Respiratory system (J00-J99)","Number","994"
"Deaths Registered","2022Q2","All ages","Diseases of the Digestive system (K00-K93)","Number","329"
"Deaths Registered","2022Q2","All ages","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","21"
"Deaths Registered","2022Q2","All ages","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","89"
"Deaths Registered","2022Q2","All ages","Diseases of the genitourinary system (N00-N99)","Number","182"
"Deaths Registered","2022Q2","All ages","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","All ages","Certain conditions originating in the perinatal period (P00-P96)","Number","21"
"Deaths Registered","2022Q2","All ages","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","48"
"Deaths Registered","2022Q2","All ages","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","43"
"Deaths Registered","2022Q2","All ages","External causes of injury and poisoning (V01-Y89)","Number","403"
"Deaths Registered","2022Q2","All ages","COVID-19, virus identified and virus unidentified (U07)","Number","621"
"Deaths Registered","2022Q2","All ages","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","All ages","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","622"
"Deaths Registered","2022Q3","Under 1 year","Total deaths (A00-Y89)","Number","56"
"Deaths Registered","2022Q3","Under 1 year","Infectious and parasitic diseases (A00-B99)","Number",""
"Deaths Registered","2022Q3","Under 1 year","Neoplasms (C00-D48)","Number",""
"Deaths Registered","2022Q3","Under 1 year","Malignant neoplasms (C00-C97)","Number",""
"Deaths Registered","2022Q3","Under 1 year","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q3","Under 1 year","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2022Q3","Under 1 year","Mental and behavioural disorders (F00-F99)","Number",""
